Query,Type,State,City
"CSL Plasma, Hamilton NJ",Brand,NJ,Hamilton
"BioLife Plasma, Hamilton NJ",Brand,NJ,Hamilton
"Grifols Biomat, Hamilton NJ",Brand,NJ,Hamilton
"Octapharma Plasma, Hamilton NJ",Brand,NJ,Hamilton
"KEDPLASMA, Hamilton NJ",Brand,NJ,Hamilton
"Interstate Blood Bank, Hamilton NJ",Brand,NJ,Hamilton
"ImmunoTek Bio Centers, Hamilton NJ",Brand,NJ,Hamilton
"Talecris Plasma Resources, Hamilton NJ",Brand,NJ,Hamilton
"Blood and Plasma Research, Hamilton NJ",Brand,NJ,Hamilton
"B Positive Plasma, Hamilton NJ",Brand,NJ,Hamilton
"Freedom Plasma, Hamilton NJ",Brand,NJ,Hamilton
"GCAM Plasma, Hamilton NJ",Brand,NJ,Hamilton
"ADMA BioCenters, Hamilton NJ",Brand,NJ,Hamilton
"Southern Blood Services, Hamilton NJ",Brand,NJ,Hamilton
"plasma donation center, Trenton NJ",General,NJ,Trenton
"CSL Plasma, Trenton NJ",Brand,NJ,Trenton
"BioLife Plasma, Trenton NJ",Brand,NJ,Trenton
"Grifols Biomat, Trenton NJ",Brand,NJ,Trenton
"Octapharma Plasma, Trenton NJ",Brand,NJ,Trenton
"KEDPLASMA, Trenton NJ",Brand,NJ,Trenton
"Interstate Blood Bank, Trenton NJ",Brand,NJ,Trenton
"ImmunoTek Bio Centers, Trenton NJ",Brand,NJ,Trenton
"Talecris Plasma Resources, Trenton NJ",Brand,NJ,Trenton
"Blood and Plasma Research, Trenton NJ",Brand,NJ,Trenton
"B Positive Plasma, Trenton NJ",Brand,NJ,Trenton
"Freedom Plasma, Trenton NJ",Brand,NJ,Trenton
"GCAM Plasma, Trenton NJ",Brand,NJ,Trenton
"ADMA BioCenters, Trenton NJ",Brand,NJ,Trenton
"Southern Blood Services, Trenton NJ",Brand,NJ,Trenton
"plasma donation center, NM",General,NM,
"CSL Plasma, NM",Brand,NM,
"BioLife Plasma, NM",Brand,NM,
"Grifols Biomat, NM",Brand,NM,
"Octapharma Plasma, NM",Brand,NM,
"KEDPLASMA, NM",Brand,NM,
"Interstate Blood Bank, NM",Brand,NM,
"ImmunoTek Bio Centers, NM",Brand,NM,
"Talecris Plasma Resources, NM",Brand,NM,
"Blood and Plasma Research, NM",Brand,NM,
"B Positive Plasma, NM",Brand,NM,
"Freedom Plasma, NM",Brand,NM,
"GCAM Plasma, NM",Brand,NM,
"ADMA BioCenters, NM",Brand,NM,
"Southern Blood Services, NM",Brand,NM,
"plasma donation center, Albuquerque NM",General,NM,Albuquerque
"CSL Plasma, Albuquerque NM",Brand,NM,Albuquerque
"BioLife Plasma, Albuquerque NM",Brand,NM,Albuquerque
"Grifols Biomat, Albuquerque NM",Brand,NM,Albuquerque
"Octapharma Plasma, Albuquerque NM",Brand,NM,Albuquerque
"KEDPLASMA, Albuquerque NM",Brand,NM,Albuquerque
"Interstate Blood Bank, Albuquerque NM",Brand,NM,Albuquerque
"ImmunoTek Bio Centers, Albuquerque NM",Brand,NM,Albuquerque
"Talecris Plasma Resources, Albuquerque NM",Brand,NM,Albuquerque
"Blood and Plasma Research, Albuquerque NM",Brand,NM,Albuquerque
"B Positive Plasma, Albuquerque NM",Brand,NM,Albuquerque
"Freedom Plasma, Albuquerque NM",Brand,NM,Albuquerque
"GCAM Plasma, Albuquerque NM",Brand,NM,Albuquerque
"ADMA BioCenters, Albuquerque NM",Brand,NM,Albuquerque
"Southern Blood Services, Albuquerque NM",Brand,NM,Albuquerque
"plasma donation center, Las Cruces NM",General,NM,Las Cruces
"CSL Plasma, Las Cruces NM",Brand,NM,Las Cruces
"BioLife Plasma, Las Cruces NM",Brand,NM,Las Cruces
"Grifols Biomat, Las Cruces NM",Brand,NM,Las Cruces
"Octapharma Plasma, Las Cruces NM",Brand,NM,Las Cruces
"KEDPLASMA, Las Cruces NM",Brand,NM,Las Cruces
"Interstate Blood Bank, Las Cruces NM",Brand,NM,Las Cruces
"ImmunoTek Bio Centers, Las Cruces NM",Brand,NM,Las Cruces
"Talecris Plasma Resources, Las Cruces NM",Brand,NM,Las Cruces
"Blood and Plasma Research, Las Cruces NM",Brand,NM,Las Cruces
"B Positive Plasma, Las Cruces NM",Brand,NM,Las Cruces
"Freedom Plasma, Las Cruces NM",Brand,NM,Las Cruces
"GCAM Plasma, Las Cruces NM",Brand,NM,Las Cruces
"ADMA BioCenters, Las Cruces NM",Brand,NM,Las Cruces
"Southern Blood Services, Las Cruces NM",Brand,NM,Las Cruces
"plasma donation center, Rio Rancho NM",General,NM,Rio Rancho
"CSL Plasma, Rio Rancho NM",Brand,NM,Rio Rancho
"BioLife Plasma, Rio Rancho NM",Brand,NM,Rio Rancho
"Grifols Biomat, Rio Rancho NM",Brand,NM,Rio Rancho
"Octapharma Plasma, Rio Rancho NM",Brand,NM,Rio Rancho
"KEDPLASMA, Rio Rancho NM",Brand,NM,Rio Rancho
"Interstate Blood Bank, Rio Rancho NM",Brand,NM,Rio Rancho
"ImmunoTek Bio Centers, Rio Rancho NM",Brand,NM,Rio Rancho
"Talecris Plasma Resources, Rio Rancho NM",Brand,NM,Rio Rancho
"Blood and Plasma Research, Rio Rancho NM",Brand,NM,Rio Rancho
"B Positive Plasma, Rio Rancho NM",Brand,NM,Rio Rancho
"Freedom Plasma, Rio Rancho NM",Brand,NM,Rio Rancho
"GCAM Plasma, Rio Rancho NM",Brand,NM,Rio Rancho
"ADMA BioCenters, Rio Rancho NM",Brand,NM,Rio Rancho
"Southern Blood Services, Rio Rancho NM",Brand,NM,Rio Rancho
"plasma donation center, Santa Fe NM",General,NM,Santa Fe
"CSL Plasma, Santa Fe NM",Brand,NM,Santa Fe
"BioLife Plasma, Santa Fe NM",Brand,NM,Santa Fe
"Grifols Biomat, Santa Fe NM",Brand,NM,Santa Fe
"Octapharma Plasma, Santa Fe NM",Brand,NM,Santa Fe
"KEDPLASMA, Santa Fe NM",Brand,NM,Santa Fe
"Interstate Blood Bank, Santa Fe NM",Brand,NM,Santa Fe
"ImmunoTek Bio Centers, Santa Fe NM",Brand,NM,Santa Fe
"Talecris Plasma Resources, Santa Fe NM",Brand,NM,Santa Fe
"Blood and Plasma Research, Santa Fe NM",Brand,NM,Santa Fe
"B Positive Plasma, Santa Fe NM",Brand,NM,Santa Fe
"Freedom Plasma, Santa Fe NM",Brand,NM,Santa Fe
"GCAM Plasma, Santa Fe NM",Brand,NM,Santa Fe
"ADMA BioCenters, Santa Fe NM",Brand,NM,Santa Fe
"Southern Blood Services, Santa Fe NM",Brand,NM,Santa Fe
"plasma donation center, Roswell NM",General,NM,Roswell
"CSL Plasma, Roswell NM",Brand,NM,Roswell
"BioLife Plasma, Roswell NM",Brand,NM,Roswell
"Grifols Biomat, Roswell NM",Brand,NM,Roswell
"Octapharma Plasma, Roswell NM",Brand,NM,Roswell
"KEDPLASMA, Roswell NM",Brand,NM,Roswell
"Interstate Blood Bank, Roswell NM",Brand,NM,Roswell
"ImmunoTek Bio Centers, Roswell NM",Brand,NM,Roswell
"Talecris Plasma Resources, Roswell NM",Brand,NM,Roswell
"Blood and Plasma Research, Roswell NM",Brand,NM,Roswell
"B Positive Plasma, Roswell NM",Brand,NM,Roswell
"Freedom Plasma, Roswell NM",Brand,NM,Roswell
"GCAM Plasma, Roswell NM",Brand,NM,Roswell
"ADMA BioCenters, Roswell NM",Brand,NM,Roswell
"Southern Blood Services, Roswell NM",Brand,NM,Roswell
"plasma donation center, Farmington NM",General,NM,Farmington
"CSL Plasma, Farmington NM",Brand,NM,Farmington
"BioLife Plasma, Farmington NM",Brand,NM,Farmington
"Grifols Biomat, Farmington NM",Brand,NM,Farmington
"Octapharma Plasma, Farmington NM",Brand,NM,Farmington
"KEDPLASMA, Farmington NM",Brand,NM,Farmington
"Interstate Blood Bank, Farmington NM",Brand,NM,Farmington
"ImmunoTek Bio Centers, Farmington NM",Brand,NM,Farmington
"Talecris Plasma Resources, Farmington NM",Brand,NM,Farmington
"Blood and Plasma Research, Farmington NM",Brand,NM,Farmington
"B Positive Plasma, Farmington NM",Brand,NM,Farmington
"Freedom Plasma, Farmington NM",Brand,NM,Farmington
"GCAM Plasma, Farmington NM",Brand,NM,Farmington
"ADMA BioCenters, Farmington NM",Brand,NM,Farmington
"Southern Blood Services, Farmington NM",Brand,NM,Farmington
"plasma donation center, Clovis NM",General,NM,Clovis
"CSL Plasma, Clovis NM",Brand,NM,Clovis
"BioLife Plasma, Clovis NM",Brand,NM,Clovis
"Grifols Biomat, Clovis NM",Brand,NM,Clovis
"Octapharma Plasma, Clovis NM",Brand,NM,Clovis
"KEDPLASMA, Clovis NM",Brand,NM,Clovis
"Interstate Blood Bank, Clovis NM",Brand,NM,Clovis
"ImmunoTek Bio Centers, Clovis NM",Brand,NM,Clovis
"Talecris Plasma Resources, Clovis NM",Brand,NM,Clovis
"Blood and Plasma Research, Clovis NM",Brand,NM,Clovis
"B Positive Plasma, Clovis NM",Brand,NM,Clovis
"Freedom Plasma, Clovis NM",Brand,NM,Clovis
"GCAM Plasma, Clovis NM",Brand,NM,Clovis
"ADMA BioCenters, Clovis NM",Brand,NM,Clovis
"Southern Blood Services, Clovis NM",Brand,NM,Clovis
"plasma donation center, Hobbs NM",General,NM,Hobbs
"CSL Plasma, Hobbs NM",Brand,NM,Hobbs
"BioLife Plasma, Hobbs NM",Brand,NM,Hobbs
"Grifols Biomat, Hobbs NM",Brand,NM,Hobbs
"Octapharma Plasma, Hobbs NM",Brand,NM,Hobbs
"KEDPLASMA, Hobbs NM",Brand,NM,Hobbs
"Interstate Blood Bank, Hobbs NM",Brand,NM,Hobbs
"ImmunoTek Bio Centers, Hobbs NM",Brand,NM,Hobbs
"Talecris Plasma Resources, Hobbs NM",Brand,NM,Hobbs
"Blood and Plasma Research, Hobbs NM",Brand,NM,Hobbs
"B Positive Plasma, Hobbs NM",Brand,NM,Hobbs
"Freedom Plasma, Hobbs NM",Brand,NM,Hobbs
"GCAM Plasma, Hobbs NM",Brand,NM,Hobbs
"ADMA BioCenters, Hobbs NM",Brand,NM,Hobbs
"Southern Blood Services, Hobbs NM",Brand,NM,Hobbs
"plasma donation center, Alamogordo NM",General,NM,Alamogordo
"CSL Plasma, Alamogordo NM",Brand,NM,Alamogordo
"BioLife Plasma, Alamogordo NM",Brand,NM,Alamogordo
"Grifols Biomat, Alamogordo NM",Brand,NM,Alamogordo
"Octapharma Plasma, Alamogordo NM",Brand,NM,Alamogordo
"KEDPLASMA, Alamogordo NM",Brand,NM,Alamogordo
"Interstate Blood Bank, Alamogordo NM",Brand,NM,Alamogordo
"ImmunoTek Bio Centers, Alamogordo NM",Brand,NM,Alamogordo
"Talecris Plasma Resources, Alamogordo NM",Brand,NM,Alamogordo
"Blood and Plasma Research, Alamogordo NM",Brand,NM,Alamogordo
"B Positive Plasma, Alamogordo NM",Brand,NM,Alamogordo
"Freedom Plasma, Alamogordo NM",Brand,NM,Alamogordo
"GCAM Plasma, Alamogordo NM",Brand,NM,Alamogordo
"ADMA BioCenters, Alamogordo NM",Brand,NM,Alamogordo
"Southern Blood Services, Alamogordo NM",Brand,NM,Alamogordo
"plasma donation center, Carlsbad NM",General,NM,Carlsbad
"CSL Plasma, Carlsbad NM",Brand,NM,Carlsbad
"BioLife Plasma, Carlsbad NM",Brand,NM,Carlsbad
"Grifols Biomat, Carlsbad NM",Brand,NM,Carlsbad
"Octapharma Plasma, Carlsbad NM",Brand,NM,Carlsbad
"KEDPLASMA, Carlsbad NM",Brand,NM,Carlsbad
"Interstate Blood Bank, Carlsbad NM",Brand,NM,Carlsbad
"ImmunoTek Bio Centers, Carlsbad NM",Brand,NM,Carlsbad
"Talecris Plasma Resources, Carlsbad NM",Brand,NM,Carlsbad
"Blood and Plasma Research, Carlsbad NM",Brand,NM,Carlsbad
"B Positive Plasma, Carlsbad NM",Brand,NM,Carlsbad
"Freedom Plasma, Carlsbad NM",Brand,NM,Carlsbad
"GCAM Plasma, Carlsbad NM",Brand,NM,Carlsbad
"ADMA BioCenters, Carlsbad NM",Brand,NM,Carlsbad
"Southern Blood Services, Carlsbad NM",Brand,NM,Carlsbad
"plasma donation center, NY",General,NY,
"CSL Plasma, NY",Brand,NY,
"BioLife Plasma, NY",Brand,NY,
"Grifols Biomat, NY",Brand,NY,
"Octapharma Plasma, NY",Brand,NY,
"KEDPLASMA, NY",Brand,NY,
"Interstate Blood Bank, NY",Brand,NY,
"ImmunoTek Bio Centers, NY",Brand,NY,
"Talecris Plasma Resources, NY",Brand,NY,
"Blood and Plasma Research, NY",Brand,NY,
"B Positive Plasma, NY",Brand,NY,
"Freedom Plasma, NY",Brand,NY,
"GCAM Plasma, NY",Brand,NY,
"ADMA BioCenters, NY",Brand,NY,
"Southern Blood Services, NY",Brand,NY,
"plasma donation center, New York NY",General,NY,New York
"CSL Plasma, New York NY",Brand,NY,New York
"BioLife Plasma, New York NY",Brand,NY,New York
"Grifols Biomat, New York NY",Brand,NY,New York
"Octapharma Plasma, New York NY",Brand,NY,New York
"KEDPLASMA, New York NY",Brand,NY,New York
"Interstate Blood Bank, New York NY",Brand,NY,New York
"ImmunoTek Bio Centers, New York NY",Brand,NY,New York
"Talecris Plasma Resources, New York NY",Brand,NY,New York
"Blood and Plasma Research, New York NY",Brand,NY,New York
"B Positive Plasma, New York NY",Brand,NY,New York
"Freedom Plasma, New York NY",Brand,NY,New York
"GCAM Plasma, New York NY",Brand,NY,New York
"ADMA BioCenters, New York NY",Brand,NY,New York
"Southern Blood Services, New York NY",Brand,NY,New York
"plasma donation center, Buffalo NY",General,NY,Buffalo
"CSL Plasma, Buffalo NY",Brand,NY,Buffalo
"BioLife Plasma, Buffalo NY",Brand,NY,Buffalo
"Grifols Biomat, Buffalo NY",Brand,NY,Buffalo
"Octapharma Plasma, Buffalo NY",Brand,NY,Buffalo
"KEDPLASMA, Buffalo NY",Brand,NY,Buffalo
"Interstate Blood Bank, Buffalo NY",Brand,NY,Buffalo
"ImmunoTek Bio Centers, Buffalo NY",Brand,NY,Buffalo
"Talecris Plasma Resources, Buffalo NY",Brand,NY,Buffalo
"Blood and Plasma Research, Buffalo NY",Brand,NY,Buffalo
"B Positive Plasma, Buffalo NY",Brand,NY,Buffalo
"Freedom Plasma, Buffalo NY",Brand,NY,Buffalo
"GCAM Plasma, Buffalo NY",Brand,NY,Buffalo
"ADMA BioCenters, Buffalo NY",Brand,NY,Buffalo
"Southern Blood Services, Buffalo NY",Brand,NY,Buffalo
"plasma donation center, Rochester NY",General,NY,Rochester
"CSL Plasma, Rochester NY",Brand,NY,Rochester
"BioLife Plasma, Rochester NY",Brand,NY,Rochester
"Grifols Biomat, Rochester NY",Brand,NY,Rochester
"Octapharma Plasma, Rochester NY",Brand,NY,Rochester
"KEDPLASMA, Rochester NY",Brand,NY,Rochester
"Interstate Blood Bank, Rochester NY",Brand,NY,Rochester
"ImmunoTek Bio Centers, Rochester NY",Brand,NY,Rochester
"Talecris Plasma Resources, Rochester NY",Brand,NY,Rochester
"Blood and Plasma Research, Rochester NY",Brand,NY,Rochester
"B Positive Plasma, Rochester NY",Brand,NY,Rochester
"Freedom Plasma, Rochester NY",Brand,NY,Rochester
"GCAM Plasma, Rochester NY",Brand,NY,Rochester
"ADMA BioCenters, Rochester NY",Brand,NY,Rochester
"Southern Blood Services, Rochester NY",Brand,NY,Rochester
"plasma donation center, Yonkers NY",General,NY,Yonkers
"CSL Plasma, Yonkers NY",Brand,NY,Yonkers
"BioLife Plasma, Yonkers NY",Brand,NY,Yonkers
"Grifols Biomat, Yonkers NY",Brand,NY,Yonkers
"Octapharma Plasma, Yonkers NY",Brand,NY,Yonkers
"KEDPLASMA, Yonkers NY",Brand,NY,Yonkers
"Interstate Blood Bank, Yonkers NY",Brand,NY,Yonkers
"ImmunoTek Bio Centers, Yonkers NY",Brand,NY,Yonkers
"Talecris Plasma Resources, Yonkers NY",Brand,NY,Yonkers
"Blood and Plasma Research, Yonkers NY",Brand,NY,Yonkers
"B Positive Plasma, Yonkers NY",Brand,NY,Yonkers
"Freedom Plasma, Yonkers NY",Brand,NY,Yonkers
"GCAM Plasma, Yonkers NY",Brand,NY,Yonkers
"ADMA BioCenters, Yonkers NY",Brand,NY,Yonkers
"Southern Blood Services, Yonkers NY",Brand,NY,Yonkers
"plasma donation center, Syracuse NY",General,NY,Syracuse
"CSL Plasma, Syracuse NY",Brand,NY,Syracuse
"BioLife Plasma, Syracuse NY",Brand,NY,Syracuse
"Grifols Biomat, Syracuse NY",Brand,NY,Syracuse
"Octapharma Plasma, Syracuse NY",Brand,NY,Syracuse
"KEDPLASMA, Syracuse NY",Brand,NY,Syracuse
"Interstate Blood Bank, Syracuse NY",Brand,NY,Syracuse
"ImmunoTek Bio Centers, Syracuse NY",Brand,NY,Syracuse
"Talecris Plasma Resources, Syracuse NY",Brand,NY,Syracuse
"Blood and Plasma Research, Syracuse NY",Brand,NY,Syracuse
"B Positive Plasma, Syracuse NY",Brand,NY,Syracuse
"Freedom Plasma, Syracuse NY",Brand,NY,Syracuse
"GCAM Plasma, Syracuse NY",Brand,NY,Syracuse
"ADMA BioCenters, Syracuse NY",Brand,NY,Syracuse
"Southern Blood Services, Syracuse NY",Brand,NY,Syracuse
"plasma donation center, Albany NY",General,NY,Albany
"CSL Plasma, Albany NY",Brand,NY,Albany
"BioLife Plasma, Albany NY",Brand,NY,Albany
"Grifols Biomat, Albany NY",Brand,NY,Albany
"Octapharma Plasma, Albany NY",Brand,NY,Albany
"KEDPLASMA, Albany NY",Brand,NY,Albany
"Interstate Blood Bank, Albany NY",Brand,NY,Albany
"ImmunoTek Bio Centers, Albany NY",Brand,NY,Albany
"Talecris Plasma Resources, Albany NY",Brand,NY,Albany
"Blood and Plasma Research, Albany NY",Brand,NY,Albany
"B Positive Plasma, Albany NY",Brand,NY,Albany
"Freedom Plasma, Albany NY",Brand,NY,Albany
"GCAM Plasma, Albany NY",Brand,NY,Albany
"ADMA BioCenters, Albany NY",Brand,NY,Albany
"Southern Blood Services, Albany NY",Brand,NY,Albany
"plasma donation center, New Rochelle NY",General,NY,New Rochelle
"CSL Plasma, New Rochelle NY",Brand,NY,New Rochelle
"BioLife Plasma, New Rochelle NY",Brand,NY,New Rochelle
"Grifols Biomat, New Rochelle NY",Brand,NY,New Rochelle
"Octapharma Plasma, New Rochelle NY",Brand,NY,New Rochelle
"KEDPLASMA, New Rochelle NY",Brand,NY,New Rochelle
"Interstate Blood Bank, New Rochelle NY",Brand,NY,New Rochelle
"ImmunoTek Bio Centers, New Rochelle NY",Brand,NY,New Rochelle
"Talecris Plasma Resources, New Rochelle NY",Brand,NY,New Rochelle
"Blood and Plasma Research, New Rochelle NY",Brand,NY,New Rochelle
"B Positive Plasma, New Rochelle NY",Brand,NY,New Rochelle
"Freedom Plasma, New Rochelle NY",Brand,NY,New Rochelle
"GCAM Plasma, New Rochelle NY",Brand,NY,New Rochelle
"ADMA BioCenters, New Rochelle NY",Brand,NY,New Rochelle
"Southern Blood Services, New Rochelle NY",Brand,NY,New Rochelle
"plasma donation center, Mount Vernon NY",General,NY,Mount Vernon
"CSL Plasma, Mount Vernon NY",Brand,NY,Mount Vernon
"BioLife Plasma, Mount Vernon NY",Brand,NY,Mount Vernon
"Grifols Biomat, Mount Vernon NY",Brand,NY,Mount Vernon
"Octapharma Plasma, Mount Vernon NY",Brand,NY,Mount Vernon
"KEDPLASMA, Mount Vernon NY",Brand,NY,Mount Vernon
"Interstate Blood Bank, Mount Vernon NY",Brand,NY,Mount Vernon
"ImmunoTek Bio Centers, Mount Vernon NY",Brand,NY,Mount Vernon
"Talecris Plasma Resources, Mount Vernon NY",Brand,NY,Mount Vernon
"Blood and Plasma Research, Mount Vernon NY",Brand,NY,Mount Vernon
"B Positive Plasma, Mount Vernon NY",Brand,NY,Mount Vernon
"Freedom Plasma, Mount Vernon NY",Brand,NY,Mount Vernon
"GCAM Plasma, Mount Vernon NY",Brand,NY,Mount Vernon
"ADMA BioCenters, Mount Vernon NY",Brand,NY,Mount Vernon
"Southern Blood Services, Mount Vernon NY",Brand,NY,Mount Vernon
"plasma donation center, Schenectady NY",General,NY,Schenectady
"CSL Plasma, Schenectady NY",Brand,NY,Schenectady
"BioLife Plasma, Schenectady NY",Brand,NY,Schenectady
"Grifols Biomat, Schenectady NY",Brand,NY,Schenectady
"Octapharma Plasma, Schenectady NY",Brand,NY,Schenectady
"KEDPLASMA, Schenectady NY",Brand,NY,Schenectady
"Interstate Blood Bank, Schenectady NY",Brand,NY,Schenectady
"ImmunoTek Bio Centers, Schenectady NY",Brand,NY,Schenectady
"Talecris Plasma Resources, Schenectady NY",Brand,NY,Schenectady
"Blood and Plasma Research, Schenectady NY",Brand,NY,Schenectady
"B Positive Plasma, Schenectady NY",Brand,NY,Schenectady
"Freedom Plasma, Schenectady NY",Brand,NY,Schenectady
"GCAM Plasma, Schenectady NY",Brand,NY,Schenectady
"ADMA BioCenters, Schenectady NY",Brand,NY,Schenectady
"Southern Blood Services, Schenectady NY",Brand,NY,Schenectady
"plasma donation center, Utica NY",General,NY,Utica
"CSL Plasma, Utica NY",Brand,NY,Utica
"BioLife Plasma, Utica NY",Brand,NY,Utica
"Grifols Biomat, Utica NY",Brand,NY,Utica
"Octapharma Plasma, Utica NY",Brand,NY,Utica
"KEDPLASMA, Utica NY",Brand,NY,Utica
"Interstate Blood Bank, Utica NY",Brand,NY,Utica
"ImmunoTek Bio Centers, Utica NY",Brand,NY,Utica
"Talecris Plasma Resources, Utica NY",Brand,NY,Utica
"Blood and Plasma Research, Utica NY",Brand,NY,Utica
"B Positive Plasma, Utica NY",Brand,NY,Utica
"Freedom Plasma, Utica NY",Brand,NY,Utica
"GCAM Plasma, Utica NY",Brand,NY,Utica
"ADMA BioCenters, Utica NY",Brand,NY,Utica
"Southern Blood Services, Utica NY",Brand,NY,Utica
"plasma donation center, NC",General,NC,
"CSL Plasma, NC",Brand,NC,
"BioLife Plasma, NC",Brand,NC,
"Grifols Biomat, NC",Brand,NC,
"Octapharma Plasma, NC",Brand,NC,
"KEDPLASMA, NC",Brand,NC,
"Interstate Blood Bank, NC",Brand,NC,
"ImmunoTek Bio Centers, NC",Brand,NC,
"Talecris Plasma Resources, NC",Brand,NC,
"Blood and Plasma Research, NC",Brand,NC,
"B Positive Plasma, NC",Brand,NC,
"Freedom Plasma, NC",Brand,NC,
"GCAM Plasma, NC",Brand,NC,
"ADMA BioCenters, NC",Brand,NC,
"Southern Blood Services, NC",Brand,NC,
"plasma donation center, Charlotte NC",General,NC,Charlotte
"CSL Plasma, Charlotte NC",Brand,NC,Charlotte
"BioLife Plasma, Charlotte NC",Brand,NC,Charlotte
"Grifols Biomat, Charlotte NC",Brand,NC,Charlotte
"Octapharma Plasma, Charlotte NC",Brand,NC,Charlotte
"KEDPLASMA, Charlotte NC",Brand,NC,Charlotte
"Interstate Blood Bank, Charlotte NC",Brand,NC,Charlotte
"ImmunoTek Bio Centers, Charlotte NC",Brand,NC,Charlotte
"Talecris Plasma Resources, Charlotte NC",Brand,NC,Charlotte
"Blood and Plasma Research, Charlotte NC",Brand,NC,Charlotte
"B Positive Plasma, Charlotte NC",Brand,NC,Charlotte
"Freedom Plasma, Charlotte NC",Brand,NC,Charlotte
"GCAM Plasma, Charlotte NC",Brand,NC,Charlotte
"ADMA BioCenters, Charlotte NC",Brand,NC,Charlotte
"Southern Blood Services, Charlotte NC",Brand,NC,Charlotte
"plasma donation center, Raleigh NC",General,NC,Raleigh
"CSL Plasma, Raleigh NC",Brand,NC,Raleigh
"BioLife Plasma, Raleigh NC",Brand,NC,Raleigh
"Grifols Biomat, Raleigh NC",Brand,NC,Raleigh
"Octapharma Plasma, Raleigh NC",Brand,NC,Raleigh
"KEDPLASMA, Raleigh NC",Brand,NC,Raleigh
"Interstate Blood Bank, Raleigh NC",Brand,NC,Raleigh
"ImmunoTek Bio Centers, Raleigh NC",Brand,NC,Raleigh
"Talecris Plasma Resources, Raleigh NC",Brand,NC,Raleigh
"Blood and Plasma Research, Raleigh NC",Brand,NC,Raleigh
"B Positive Plasma, Raleigh NC",Brand,NC,Raleigh
"Freedom Plasma, Raleigh NC",Brand,NC,Raleigh
"GCAM Plasma, Raleigh NC",Brand,NC,Raleigh
"ADMA BioCenters, Raleigh NC",Brand,NC,Raleigh
"Southern Blood Services, Raleigh NC",Brand,NC,Raleigh
"plasma donation center, Greensboro NC",General,NC,Greensboro
"CSL Plasma, Greensboro NC",Brand,NC,Greensboro
"BioLife Plasma, Greensboro NC",Brand,NC,Greensboro
"Grifols Biomat, Greensboro NC",Brand,NC,Greensboro
"Octapharma Plasma, Greensboro NC",Brand,NC,Greensboro
"KEDPLASMA, Greensboro NC",Brand,NC,Greensboro
"Interstate Blood Bank, Greensboro NC",Brand,NC,Greensboro
"ImmunoTek Bio Centers, Greensboro NC",Brand,NC,Greensboro
"Talecris Plasma Resources, Greensboro NC",Brand,NC,Greensboro
"Blood and Plasma Research, Greensboro NC",Brand,NC,Greensboro
"B Positive Plasma, Greensboro NC",Brand,NC,Greensboro
"Freedom Plasma, Greensboro NC",Brand,NC,Greensboro
"GCAM Plasma, Greensboro NC",Brand,NC,Greensboro
"ADMA BioCenters, Greensboro NC",Brand,NC,Greensboro
"Southern Blood Services, Greensboro NC",Brand,NC,Greensboro
"plasma donation center, Durham NC",General,NC,Durham
"CSL Plasma, Durham NC",Brand,NC,Durham
"BioLife Plasma, Durham NC",Brand,NC,Durham
"Grifols Biomat, Durham NC",Brand,NC,Durham
"Octapharma Plasma, Durham NC",Brand,NC,Durham
"KEDPLASMA, Durham NC",Brand,NC,Durham
"Interstate Blood Bank, Durham NC",Brand,NC,Durham
"ImmunoTek Bio Centers, Durham NC",Brand,NC,Durham
"Talecris Plasma Resources, Durham NC",Brand,NC,Durham
"Blood and Plasma Research, Durham NC",Brand,NC,Durham
"B Positive Plasma, Durham NC",Brand,NC,Durham
"Freedom Plasma, Durham NC",Brand,NC,Durham
"GCAM Plasma, Durham NC",Brand,NC,Durham
